Annotation_Accession,host,isolation_source,Manual_Annotation
GCF_003122745.1_ASM312274v1,Homo sapiens,NA,Humans
GCF_002741415.1_ASM274141v1,Homo sapiens,NA,Humans
GCF_007726465.1_ASM772646v1,NA,retail beef liver,Food
GCF_003345375.1_ASM334537v1,NA,honey,Food
GCF_002891685.1_ASM289168v1,eel,Diseased eel,Animals
GCF_009833945.1_ASM983394v1,female,blood,Humans
GCF_004798765.1_ASM479876v1,NA,food,Food
GCF_002219245.1_ASM221924v1,NA,heated-cooler unit water tank,Human-impacted
GCF_000349225.1_ASM34922v1,NA,NA,NA
GCF_001596075.2_ASM159607v2,Homo sapiens,Urine from hospitalized patient,Humans
GCF_001417655.1_ASM141765v1,NA,beef liver,Food
GCF_002787215.1_ASM278721v1,NA,NA,NA
GCF_005155285.1_ASM515528v1,NA,soil,Soil
GCF_003665335.1_ASM366533v1,NA,Natto,Food
GCF_002946475.1_ASM294647v1,Salsola stocksii,root endosphere,Plants
GCF_001936375.1_ASM193637v1,Cow,NA,Livestock
GCF_001029975.1_ASM102997v1,Homo sapiens,NA,Humans
GCF_000477515.1_Reference_Assembly,NA,yogurt,Food
GCF_003932715.1_ASM393271v1,NA,soil sample,Soil
GCF_005484805.1_ASM548480v1,NA,air,Terrestrial
GCF_002892245.1_ASM289224v1,NA,fish aquaculture,Human-impacted
GCF_001890185.1_ASM189018v1,NA,raw almond kernel butter,Food
GCF_003181095.1_ASM318109v1,Homo sapiens,NA,Humans
GCF_009035845.1_ASM903584v1,Homo sapiens,Urine,Humans
GCF_003047105.1_ASM304710v1,NA,marine sediments,Sediment
GCF_001187705.1_ASM118770v1,cotton,Cotton boll,Agriculture
GCF_010183625.1_ASM1018362v1,Homo sapiens,sputum,Humans
GCF_003721495.1_ASM372149v1,Antho dichotoma,NA,Animals
GCF_004919425.1_ASM491942v1,Homo sapiens,NA,Humans
GCF_003204955.1_ASM320495v1,Homo sapiens,Rectal swab,Humans
GCF_013348885.1_ASM1334888v1,Homo sapiens,sputum,Humans
GCF_001409135.1_10259,Homo sapiens,Human Stool,Humans
GCF_013306475.1_ASM1330647v1,tomato,NA,Agriculture
GCF_000016725.1_ASM1672v1,NA,NA,NA
GCF_001524645.2_ASM152464v2,NA,soil,Soil
GCF_002094935.1_ASM209493v1,NA,NA,NA
GCF_002355575.1_ASM235557v1,NA,water,Freshwater
GCF_008330585.1_ASM833058v1,Homo sapiens,wound,Humans
GCF_005862305.2_ASM586230v2,Pisum sativum l. (pea),pea root nodules,Agriculture
GCF_004101625.1_ASM410162v1,NA,food,Food
GCF_001900865.1_ASM190086v1,homo sapiens,human skin,Humans
GCF_009708895.1_ASM970889v1,Salmo salar,NA,Animals
GCF_003346835.1_ASM334683v1,Homo sapiens,rectal swab,Humans
GCF_000803705.1_ASM80370v1,NA,Cattle feces,Livestock
GCF_002850235.1_ASM285023v1,pig,NA,Livestock
GCF_000364425.1_ASM36442v1,NA,artificially infected Catharanthus,Plants
GCF_006228205.1_ASM622820v1,NA,Beer Keg,Human-impacted
GCF_000253255.1_ASM25325v1,NA,NA,NA
GCF_002846135.1_ASM284613v1,Homo sapiens,Respiratory secretions,Humans
GCF_010092585.1_ASM1009258v1,Salmo salar,ENVO:01000312,Animals
GCF_002024285.1_ASM202428v1,Actinidia deliciosa,NA,Agriculture
GCF_002180115.1_ASM218011v1,NA,NA,NA
GCF_001642655.1_ASM164265v1,NA,NA,NA
GCF_000248095.3_ASM24809v3,Sus scrofa domesticus,small intestine,Livestock
GCF_002074035.1_ASM207403v1,Pthirus gorillae,Kenya,Animals
GCF_001685465.1_ASM168546v1,NA,NA,NA
GCF_001922425.2_ASM192242v2,Homo sapiens,Bronchial,Humans
GCF_001499655.1_PNK1,Naegleria,NA,Animals
GCF_013306745.1_ASM1330674v1,tomato,NA,Agriculture
GCF_002870885.1_ASM287088v1,Homo sapiens,Liver abscess puncture fluid,Humans
GCF_013085505.1_ASM1308550v1,NA,chicken,Livestock
GCF_000568455.1_ASM56845v1,NA,NA,NA
GCF_004141975.1_ASM414197v1,Homo sapiens,anal sample,Humans
GCF_003718355.1_ASM371835v1,NA,NA,NA
GCF_000222975.1_ASM22297v1,NA,NA,NA
GCF_009861435.1_ASM986143v1,NA,NA,NA
GCF_002949735.1_ASM294973v1,NA,Peltigera membranacea thallus,Plants
GCF_009301415.1_ASM930141v1,NA,the fermentation starter of Baijiu,Food
GCF_900520375.1_ASM90052037v1,NA,NA,NA
GCF_002892265.1_ASM289226v1,NA,fish larvae aquaculture,Human-impacted
GCF_900239945.1_Chlamydia_sp._nov._H15-1957-10C,Atheris squamigera,Snake,Animals
GCF_004768605.1_ASM476860v1,Homo sapiens,NA,Humans
GCF_001885235.1_ASM188523v1,NA,NA,NA
GCF_001420975.1_ASM142097v1,Apterostigma dentigerum,exoskeleton of ant,Animals
GCF_003112165.1_ASM311216v1,Bos taurus,feces,Livestock
GCF_002250965.2_ASM225096v2,NA,Mashed potatoes,Food
GCF_003584585.1_ASM358458v1,NA,wastewater,Human-impacted
GCF_009912895.1_ASM991289v1,Homo sapiens,NA,Humans
GCF_006385655.1_ASM638565v1,NA,urine,Humans
GCF_008253865.1_ASM825386v1,soybean,rhizosphere soil,Soil
GCF_007113585.2_ASM711358v2,NA,Micro soil grain,Soil
GCF_003203455.1_ASM320345v1,Gallus gallus,gut contents,Livestock
GCF_000785005.1_ASM78500v1,Homo sapiens,urine,Humans
GCF_013343635.1_ASM1334363v1,NA,cattle feces,Livestock
GCF_002163585.1_ASM216358v1,mandarin orange,NA,Agriculture
GCF_002787755.1_ASM278775v1,Homo sapiens,Peritoneal fluid,Humans
GCF_001900515.1_ASM190051v1,cow,NA,Livestock
GCF_003717115.1_ASM371711v1,NA,NA,NA
GCF_002285755.1_ASM228575v1,Homo sapiens,NA,Humans
GCF_000511385.1_ASM51138v1,NA,scallop,Food
GCF_012931625.1_ASM1293162v1,Homo sapiens,cerebrospinal fluid,Humans
GCF_002893825.1_ASM289382v1,Homo sapiens,NA,Humans
GCF_001902335.1_ASM190233v1,Homo sapiens,wound swab,Humans
GCF_013349065.1_ASM1334906v1,NA,bed sheets,Human-impacted
GCF_008831325.1_ASM883132v1,Homo sapiens,Oral cavity,Humans
GCF_003429625.1_ASM342962v1,Homo sapiens,sputum,Humans
GCF_005222305.1_ASM522230v1,NA,cattle,Livestock
GCF_011305535.1_ASM1130553v1,NA,Hydrophilus acuminatus,Animals
GCF_009728975.1_ASM972897v1,Homo sapiens,urine sample,Humans
GCF_006517035.1_ASM651703v1,NA,chicken,Livestock
GCF_003999605.1_ASM399960v1,NA,Yak fermented milk,Food
GCF_010365265.1_ASM1036526v1,Fava bean,nodules,Agriculture
GCF_001606135.1_ASM160613v1,Homo sapiens,Cord blood,Humans
GCF_001672455.2_ASM167245v2,Biserrula pelecinus L.,Root nodule,Plants
GCF_004124055.2_ASM412405v2,NA,food,Food
GCF_000511355.1_ASM51135v1,NA,seawater collected from a tide pool,Marine
GCF_000172595.2_ASM17259v2,NA,NA,NA
GCF_009709355.1_ASM970935v1,Salmo salar,NA,Animals
GCF_004328625.1_ASM432862v1,NA,soil,Soil
GCF_012931665.1_ASM1293166v1,Homo sapiens,sputum,Humans
GCF_001663395.1_ASM166339v1,NA,deep-sea sediment,Sediment
GCF_002951895.1_ASM295189v1,honeybees,foul brood,Animals
GCF_009909305.1_ASM990930v1,Homo sapiens,stool,Humans
GCF_003697185.1_ASM369718v1,NA,Automobile air-conditioning evaporator,Human-impacted
GCF_003595485.1_ASM359548v1,Homo sapiens,Pus leg,Humans
GCF_010669145.1_ASM1066914v1,NA,the root of rice,Agriculture
GCF_009295925.1_ASM929592v1,Marmota baibacina,NA,Animals
GCF_000237325.1_ASM23732v1,NA,NA,NA
GCF_000253175.1_ASM25317v1,NA,NA,NA
GCF_002759355.1_ASM275935v1,Phaseolus vulgaris,NA,Agriculture
GCF_009913875.1_ASM991387v1,NA,Gochujang,Food
GCF_001713415.1_ASM171341v1,NA,Algal phycosphere,Plants
GCF_006546965.1_ASM654696v1,Homo sapiens,NA,Humans
GCF_009738185.1_ASM973818v1,ruddy shelduck,NA,Animals
GCF_000024305.1_ASM2430v1,NA,NA,NA
GCF_000304415.1_RM41,NA,NA,NA
GCF_009176875.1_ASM917687v1,Homo sapiens,blood,Humans
GCF_002753605.1_ASM275360v1,NA,NA,NA
GCF_001908815.1_ASM190881v1,Capsicum annuum,Pepper leaf,Agriculture
GCF_001936035.1_ASM193603v1,NA,NA,NA
GCF_002762545.2_ASM276254v2,Homo sapiens,blood,Humans
GCF_006742345.1_ASM674234v1,NA,NA,NA
GCF_002982175.1_ASM298217v1,NA,soybeans,Agriculture
GCF_011040455.1_ASM1104045v1,NA,water,Freshwater
GCF_003058325.1_ASM305832v1,NA,Automobile air-conditioning evaporator,Human-impacted
GCF_007197815.1_ASM719781v1,Homo sapiens,gut,Humans
GCF_001543225.1_ASM154322v1,Bos taurus,NA,Livestock
GCF_000808095.1_ASM80809v1,NA,NA,NA
GCF_000761135.1_ASM76113v1,Apis mellifera,bee gut,Animals
GCF_008824185.1_ASM882418v1,NA,denitrifying; sulfide-oxidizing effluent-treatment plant,Human-impacted
GCF_001663415.1_ASM166341v1,Rhizoma kaempferiae,NA,Plants
GCF_003431865.1_ASM343186v1,NA,NA,NA
GCF_003129525.1_ASM312952v1,NA,Woodchip bioreactor,Human-impacted
GCF_004114395.1_ASM411439v1,Homo sapiens,rectal swab,Humans
GCF_001562315.1_ASM156231v1,NA,seawater,Marine
GCF_000577745.1_6179_18022011,NA,NA,NA
GCF_000598005.1_ASM59800v1,Homo sapiens,urinary tract infection,Humans
GCF_000253075.1_ASM25307v1,NA,NA,NA
GCF_000818095.1_ASM81809v1,NA,NA,NA
GCF_900174485.1_SDENCHOL_PRJEB20067_v1,NA,NA,NA
GCF_003665215.1_ASM366521v1,NA,Cheonggukjang,Food
GCF_002531755.2_ASM253175v2,Phaseolus vulgaris,root nodule,Agriculture
GCF_003010455.1_ASM301045v1,NA,Traditional fermented food in Korea,Food
GCF_002865825.1_ASM286582v1,NA,NA,NA
GCF_000008445.1_ASM844v1,NA,NA,NA
GCF_004028015.1_ASM402801v1,Homo sapiens,NA,Humans
GCF_000009165.1_ASM916v1,NA,NA,NA
GCF_006228165.1_ASM622816v1,Homo sapiens,NA,Humans
GCF_002234755.2_ASM223475v2,NA,NA,NA
GCF_009295945.1_ASM929594v1,Marmota sibirica,NA,Animals
GCF_003324715.1_ASM332471v1,NA,laboratory,Human-impacted
GCF_003627055.1_ASM362705v1,Protaetia brevitarsis seulensis,larvae,Animals
GCF_002007665.1_ASM200766v1,Homo sapiens,Blood culture,Humans
GCF_008033075.1_ASM803307v1,Homo sapiens,NA,Humans
GCF_002880635.1_ASM288063v1,NA,NA,NA
GCF_000012925.1_ASM1292v1,NA,NA,NA
GCF_001077535.2_ASM107753v2,NA,NA,NA
GCF_002951675.1_ASM295167v1,Homo sapiens,urine,Humans
GCF_002222635.1_ASM222263v1,Skeletonema marinoi strain RO5AC,Top-layer sediments,Sediment
GCF_009762255.1_ASM976225v1,Bactrocera oleae,NA,Animals
GCF_000283635.1_ASM28363v1,NA,traditional greek kasseri cheese,Food
GCF_001077565.2_ASM107756v2,Homo sapiens,blood,Humans
GCF_900129335.1_PP_HGAG_QV30_2SC_T4,Homo sapiens,Wound infection,Humans
GCF_000832565.1_ASM83256v1,NA,Wool from Pakistan,Livestock
GCF_001399775.1_ASM139977v1,NA,NA,NA
GCF_001857945.1_ASM185794v1,NA,Crassostrea gigas,Animals
GCF_002078455.2_ASM207845v2,NA,Dairy fermentation,Food
GCF_011604465.1_ASM1160446v1,Trifolium pratense,Clover nodules,Plants
GCF_003612915.1_ASM361291v1,Homo sapiens,eye,Humans
GCF_003324835.1_ASM332483v1,NA,NA,NA
GCF_001664485.1_ASM166448v1,Phaseolus vulgaris,legume-root nodule,Agriculture
GCF_001741665.1_ASM174166v1,Homo sapiens,abdominal drainage,Humans
GCF_001660025.1_ASM166002v1,Bos taurus,raw cow milk,Livestock
GCF_000027265.1_ASM2726v1,NA,NA,NA
GCF_000742915.1_KvarBZ19,NA,Faeces,Humans
GCF_002968655.1_ASM296865v1,NA,NA,NA
GCF_004194375.1_ASM419437v1,NA,food,Food
GCF_000022685.1_ASM2268v1,NA,NA,NA
GCF_002633965.1_ASM263396v1,Cattle,NA,Livestock
GCF_000195795.1_ASM19579v1,NA,NA,NA
GCF_001444465.1_ASM144446v1,Rattus,animal,Animals
GCF_002184245.1_ASM218424v1,NA,soil,Soil
GCF_001878675.1_ASM187867v1,NA,Solid waste landfill sample,Human-impacted
GCF_001895985.1_ASM189598v1,Homo sapiens,Sputum,Humans
GCF_008121535.1_ASM812153v1,NA,Gulf of Finland,Marine
GCF_001518935.2_ASM151893v2,Bos taurus,nasopharynx,Livestock
GCF_000283475.1_ASM28347v1,NA,NA,NA
GCF_004847885.1_ASM484788v1,Homo sapiens,stool,Humans
GCF_002741665.1_ASM274166v1,Homo sapiens,patient's blood plasma,Humans
GCF_002950695.1_ASM295069v1,NA,fermented cabbage,Food
GCF_003203695.1_ASM320369v1,masson pine,NA,Plants
GCF_000767645.1_ASM76764v1,Homo sapiens,NA,Humans
GCF_001022235.1_ASM102223v1,Homo sapiens,Perirectal,Humans
GCF_900249715.1_CBM2588,NA,NA,NA
GCF_013364155.1_ASM1336415v1,NA,marine sediment,Sediment
GCF_012935085.1_ASM1293508v1,Homo sapiens,Pus,Humans
GCF_006461415.2_ASM646141v2,NA,pork & cabbage dumplings,Food
GCF_005952885.1_ASM595288v1,Homo sapiens,NA,Humans
GCF_001991095.1_ASM199109v1,Homo sapiens,Gastric tissue biopsy,Humans
GCF_006874585.1_ASM687458v1,NA,activated sludge,Human-impacted
GCF_006088835.1_ASM608883v1,Homo sapiens,blood,Humans
GCF_000143605.1_ASM14360v1,NA,NA,NA
GCF_002752975.1_ASM275297v1,NA,NA,NA
GCF_002982135.1_ASM298213v1,NA,brewery yeast,Animals
GCF_004208435.1_ASM420843v1,NA,NA,NA
GCF_009858115.1_ASM985811v1,Sablefish,NA,Animals
GCF_000021405.1_ASM2140v1,NA,NA,NA
GCF_000318925.1_ASM31892v1,NA,NA,NA
GCF_003790485.1_ASM379048v1,Homo sapiens,rectal swab,Humans
GCF_008026175.1_ASM802617v1,Homo sapiens,NA,Humans
GCF_001623805.1_ASM162380v1,Homo sapiens,NA,Humans
GCF_007990635.1_ASM799063v1,NA,blood,Humans
GCF_001442755.1_ASM144275v1,NA,NA,NA
GCF_002277895.1_ASM227789v1,NA,agricultural soil,Soil
GCF_009498375.1_ASM949837v1,NA,Meleagris gallopavo,Animals
GCF_013113775.1_ASM1311377v1,NA,NA,NA
GCF_001735985.1_ASM173598v1,Homo sapiens,Bronchial aspirate,Humans
GCF_000015545.1_ASM1554v1,NA,NA,NA
GCF_013167415.1_ASM1316741v1,bovine,NA,Livestock
GCF_900000195.2_UMC2,NA,NA,NA
GCF_003999545.1_ASM399954v1,common bean,leaves of Phaseolus vulgaris,Agriculture
GCF_012167385.1_ASM1216738v1,NA,milk,Food
GCF_013167195.1_ASM1316719v1,cattle,cattle feces,Livestock
GCF_013426735.1_ASM1342673v1,Vitis vinifera,sterilized root of grapevine nursary stock,Agriculture
GCF_008329925.1_ASM832992v1,NA,NA,NA
GCF_000011685.1_ASM1168v1,NA,NA,NA
GCF_001874485.1_ASM187448v1,Homo sapiens,Hera General Hopsital; patient,Humans
GCF_002215115.1_ASM221511v1,Gallus gallus domesticus,peritoneal cavity,Livestock
GCF_013030075.1_ASM1303007v1,NA,NA,NA
GCF_001549755.1_XFAS005-SEQ-1-ASM-1,Nerium oleander,leaf,Plants
GCF_006704145.1_ASM670414v1,NA,Glass slide place on reef flat in natural environment,Marine
GCF_003717395.1_ASM371739v1,NA,NA,NA
GCF_004295385.1_ASM429538v1,Homo sapiens,blood,Humans
GCF_003342695.1_ASM334269v1,NA,solar salt,Terrestrial
GCF_013328855.1_ASM1332885v1,Homo sapiens,urine,Humans
GCF_001038625.1_ASM103862v1,NA,agricultural settling lagoon,Human-impacted
GCF_009648895.1_ASM964889v1,NA,NA,NA
GCF_000175255.2_ASM17525v2,NA,fermenting agave juice,Food
GCF_001677495.1_ASM167749v1,NA,lettuce,Food
GCF_001717725.2_ASM171772v2,Homo sapiens,Purulent absess from military trainee,Humans
GCF_005081445.1_ASM508144v1,Hyadaphis tataricae,air,Animals
GCF_000775355.2_ASM77535v2,NA,water,Freshwater
GCF_009912075.1_ASM991207v1,Homo sapiens,NA,Humans
GCF_002355455.1_ASM235545v1,NA,soil,Soil
GCF_002984565.1_ASM298456v1,Homo sapiens,Peripheral blood,Humans
GCF_000286535.1_gacin11v1.0,Homo sapiens,NA,Humans
GCF_001457555.1_NCTC10562,Homo sapiens,inflamed gingiva,Humans
GCF_009883855.1_ASM988385v1,Penaeus vannamei,AHPND infected Litopenaeus vannamei,Animals
GCF_002891985.1_ASM289198v1,NA,fish larvae aquaculture,Human-impacted
GCF_011067105.1_ASM1106710v1,NA,soil,Soil
GCF_003932915.1_ASM393291v1,Homo sapiens,blood,Humans
GCF_009708935.1_ASM970893v1,Salmo salar,NA,Animals
GCF_009387815.1_ASM938781v1,Homo sapiens,stool,Humans
GCF_013462495.1_ASM1346249v1,Homo sapiens,NA,Humans
GCF_003611015.1_ASM361101v1,NA,New Zealand cheese,Food
GCF_002742385.2_ASM274238v2,Homo sapiens,nail feet smear,Humans
GCF_000014545.1_ASM1454v1,NA,NA,NA
GCF_001708655.1_ASM170865v1,NA,Fecal samples from slaughtered sheep,Livestock
GCF_000521565.1_ASM52156v1,Myzus persicae,NA,Animals
GCF_002157855.1_ASM215785v1,NA,Sediment top,Sediment
GCF_002787675.1_ASM278767v1,NA,beer,Food
GCF_000299475.1_ASM29947v1,Homo sapiens,NA,Humans
GCF_000742315.1_ASM74231v1,NA,NA,NA
GCF_003408535.1_ASM340853v1,Homo sapiens,blood,Humans
GCF_002393265.1_ASM239326v1,Homo sapiens,Tissue grind,Humans
GCF_002892205.1_ASM289220v1,NA,cleaning system aquaculture,Human-impacted
GCF_000024325.1_ASM2432v1,NA,NA,NA
GCF_000385435.1_m07aNrPeIrM01,Alces alces,blood,Animals
GCF_000170955.2_ASM17095v2,NA,NA,NA
GCF_000175935.2_ASM17593v2,NA,NA,NA
GCF_001990065.1_ASM199006v1,NA,Sea bass,Animals
GCF_000743255.1_ASM74325v1,NA,NA,NA
GCF_008124085.1_ASM812408v1,NA,mouse gut,Animals
GCF_002000685.1_ASM200068v1,Homo sapiens,Nose,Humans
GCF_013376835.1_ASM1337683v1,NA,NA,NA
GCF_012931565.1_ASM1293156v1,NA,ground beef,Food
GCF_002442895.1_ASM244289v1,NA,Korean fermented food,Food
GCF_002117285.1_ASM211728v1,NA,raw sausage,Food
GCF_006228245.1_ASM622824v1,NA,NA,NA
GCF_000009925.1_ASM992v1,NA,NA,NA
GCF_004768585.1_ASM476858v1,NA,Avian,Animals
GCF_002357415.1_ASM235741v1,Homo sapiens,Human stomach,Humans
GCF_002055765.1_ASM205576v1,NA,NA,NA
GCF_000306745.1_ASM30674v1,NA,NA,NA
GCF_007954765.1_ASM795476v1,NA,kimchi,Food
GCF_000834925.1_ASM83492v1,NA,NA,NA
GCF_003691365.1_ASM369136v1,Apis mellifera,gut,Animals
GCF_000011625.1_ASM1162v1,NA,NA,NA
GCF_002356215.1_ASM235621v1,NA,coastal sea water,Marine
GCF_001579965.1_ASM157996v1,Homo sapiens,NA,Humans
GCF_001655495.1_ASM165549v1,Homo sapiens,Patient sample,Humans
GCF_003697165.2_ASM369716v2,NA,NA,NA
GCF_003665455.1_ASM366545v1,citrus,NA,Agriculture
GCF_000987925.1_ASM98792v1,flatfish,gill of flatfish,Animals
GCF_003573835.1_ASM357383v1,Homo sapiens,subcutaneous abscess,Humans
GCF_000318705.1_ASM31870v1,NA,NA,NA
GCF_003718555.1_ASM371855v1,NA,NA,NA
GCF_011405335.1_ASM1140533v1,NA,soil,Soil
GCF_000013905.1_ASM1390v1,NA,NA,NA
GCF_002074095.1_ASM207409v1,NA,Korean soybean paste,Food
GCF_002208985.3_ASM220898v3,Homo sapiens,Clean catch urine,Humans
GCF_013364215.1_ASM1336421v1,NA,marine sediment,Sediment
GCF_002116925.1_ASM211692v1,Homo sapiens,NA,Humans
GCF_001524625.2_ASM152462v2,NA,soil,Soil
GCF_000023745.1_ASM2374v1,NA,NA,NA
GCF_013389415.1_ASM1338941v1,sugarcane,NA,Agriculture
GCF_001433955.1_ASM143395v1,Homo sapiens,subgingival dental plaque,Humans
GCF_013112375.1_ASM1311237v1,Pyropia,seawater,Marine
GCF_001618845.1_ASM161884v1,Astragalus pelecinus,root nodule,Plants
GCF_002759175.1_ASM275917v1,Phaseolus vulgaris,NA,Agriculture
GCF_013307065.1_ASM1330706v1,Homo sapiens,NA,Humans
GCF_000746585.2_ASM74658v2,Amblyomma cajennense,Amblyomma Tick,Animals
GCF_010731675.1_ASM1073167v1,NA,NA,NA
GCF_003986635.1_ASM398663v1,Homo sapiens,NA,Humans
GCF_900634615.1_Thiomonas_sp_CB2,NA,NA,NA
GCF_003641145.1_ASM364114v1,NA,beer contaminant,Food
GCF_003855195.1_ASM385519v1,Homo sapiens,urethra,Humans
GCF_900698995.1_ErCisplendens_Palmer_v1.0,Cinara splendens,host's whole body,Animals
GCF_001890285.1_ASM189028v1,NA,cattle feces,Livestock
GCF_009709455.1_ASM970945v1,Salmo salar,NA,Animals
GCF_002833425.1_ASM283342v1,Homo sapiens,bronchoalveolar lavage,Humans
GCF_000934605.2_ASM93460v2,NA,uncultivated field soil,Soil
GCF_001496995.1_ASX_PRJEB7164_v1,NA,NA,NA
GCF_000298515.2_ASM29851v2,Bos taurus,cattle during an outbreak of enteritis,Livestock
GCF_900000185.2_JGS6364,NA,NA,NA
GCF_000685635.1_ASM68563v1,NA,Water,Freshwater
GCF_006378125.1_ASM637812v1,Homo sapiens,sputum,Humans
GCF_002967055.1_ASM296705v1,Homo sapiens,NA,Humans
GCF_007999005.1_ASM799900v1,Homo sapiens,SHIME feed,Humans
GCF_013390245.1_ASM1339024v1,NA,NA,NA
GCF_001558375.2_ASM155837v2,Homo sapiens,Urine clean catch,Humans
GCF_012221125.1_ASM1222112v1,NA,sewage from Environmental Centre Robert O. Picard,Human-impacted
GCF_000225445.1_ASM22544v1,Acyrthosiphon kondoi,NA,Animals
GCF_001664365.1_ASM166436v1,Phaseolus vulgaris,legume-root nodule,Agriculture
GCF_008065415.1_ASM806541v1,Homo sapiens,NA,Humans
GCF_001187845.1_ASM118784v1,NA,surface water of the southern North Sea,Marine
GCF_003711225.1_ASM371122v1,NA,freshwater,Freshwater
GCF_001870265.1_ASM187026v1,Homo sapiens,tracheal aspirate,Humans
GCF_003965345.2_ASM396534v2,Homo sapiens,NA,Humans
GCF_010104355.1_ASM1010435v1,NA,soil [BTO:0003809],Soil
GCF_000835345.1_ASM83534v1,Homo sapiens,NA,Humans
GCF_002812865.1_ASM281286v1,Homo sapiens,urine,Humans
GCF_002240185.1_ASM224018v1,NA,Pisum sativum root-nodule,Agriculture
GCF_004759025.1_ASM475902v1,Homo sapiens,urine,Humans
GCF_003324795.1_ASM332479v1,NA,NA,NA
GCF_004803695.1_ASM480369v1,Mus musculus,feces,Animals
GCF_001457495.1_NCTC13435,Homo sapiens,skin abscess,Humans
GCF_005221945.1_ASM522194v1,NA,cattle,Livestock
GCF_003628405.2_ASM362840v2,turkey,intestine,Livestock
GCF_002113865.1_ASM211386v1,Homo sapiens,Urine,Humans
GCF_011611865.1_ASM1161186v1,NA,petroleum-contaminated soil,Human-impacted
GCF_007954445.1_ASM795444v1,Homo sapiens,Tricuspid valve; anterior leaflet,Humans
GCF_001184775.1_ASM118477v1,Homo sapiens,NA,Humans
GCF_006351805.1_ASM635180v1,NA,NA,NA
GCF_007197835.1_ASM719783v1,Homo sapiens,sputum,Humans
GCF_003971585.1_ASM397158v1,Homo sapiens,stool,Humans
GCF_004208475.1_ASM420847v1,rabbit,NA,Livestock
GCF_002918585.2_ASM291858v2,NA,NA,NA
GCF_009883895.1_ASM988389v1,Penaeus japonicus,AHPND infected Penaeus japonicus,Animals
GCF_009806735.1_ASM980673v1,chicken,feces from Chicken intestine,Livestock
GCF_011604725.1_ASM1160472v1,NA,water,Freshwater
GCF_004551645.1_ASM455164v1,NA,soil,Soil
GCF_002012285.1_ASM201228v1,Homo sapiens,peritoneal catheter tip,Humans
GCF_009258225.1_ASM925822v1,NA,seawater,Marine
GCF_001281145.1_ASM128114v1,Homo sapiens,NA,Humans
GCF_000733255.1_ASM73325v1,NA,urine,Humans
GCF_009258445.1_NL-IR-1,Ixodes ricinus,eggs of a tick infected in nature,Animals
GCF_008086325.1_ASM808632v1,NA,Surface sea water,Marine
GCF_000010265.1_ASM1026v1,NA,NA,NA
GCF_000318805.1_ASM31880v1,NA,NA,NA
GCF_000021525.1_ASM2152v1,NA,NA,NA
GCF_007990445.1_ASM799044v1,Homo sapiens,bronchial lavage fluid,Humans
GCF_002984035.1_ASM298403v1,Homo sapiens,Stool,Humans
GCF_009834365.1_ASM983436v1,Ziziphus mauritiana Lam,fruit,Agriculture
GCF_001908675.1_ASM190867v1,Homo sapiens,abdominal drainage fluid,Humans
GCF_000550765.1_ASM55076v1,NA,NA,NA
GCF_003073675.1_ASM307367v1,NA,NA,NA
GCF_009720585.1_ASM972058v1,Korean traditional fermented food,kimchi (Korean traditional fermented food),Food
GCF_000166635.2_ASM16663v1,NA,NA,NA
GCF_001456155.1_ASM145615v1,NA,soil,Soil
GCF_009662415.1_ASM966241v1,NA,NA,NA
GCF_002812485.1_ASM281248v1,Pyrus pyrifolia,NA,Agriculture
GCF_012051385.1_ASM1205138v1,Homo sapiens,Diarrheal patient,Humans
GCF_000319025.1_ASM31902v1,NA,NA,NA
GCF_001272315.2_ASM127231v2,NA,cell culture,NA
GCF_004299805.1_ASM429980v1,Homo sapiens,urine,Humans
GCF_006363875.1_ASM636387v1,NA,Water of rice field,Freshwater
GCF_007814525.1_ASM781452v1,NA,Buffalo milk,Food
GCF_012934815.1_ASM1293481v1,Homo sapiens,rectal swab from healthy college student,Humans
GCF_012029465.1_ASM1202946v1,Gallus gallus,bone from lame broiler,Livestock
GCF_002078475.2_ASM207847v2,NA,Fermented Meat Product,Food
